ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
A1712164|31-640|Kraków|os. Mistrzejowice[os.Mistrzejowice, Nowa Huta]|6|34|MAŁOPOLSKIE|Kraków|Kraków
A1938165|33-395|Chełmiec|ul. Nowa[os.Niskowa]|192||MAŁOPOLSKIE[]|nowosądecki[]|Chełmiec[]
A1415123|44-241[44-240]|Żory|os. Powstańców Śląskich[os.Powst.Śląskich]|10b|28|ŚLĄSKIE[]|Żory[]|Żory[]
A1620428|44-286|Wodzisław Śląski[WODZISŁAW SLĄSKI]|os. XXX Lecia[os.XXX-lecia PRL]|110|6|ŚLĄSKIE|wodzisławski|Wodzisław Śląski
A1319569|30-215[31-831]|Kraków|ul. Złota[os.Złota jesień]|13||MAŁOPOLSKIE|Kraków|Kraków
A1275545|30-215[31-829]|Kraków|ul. Złota[os.Złota Jesień]|14||MAŁOPOLSKIE|Kraków|Kraków
A1385590|30-215[31-826]|Kraków|ul. Złota[os.Złota Jesień]|2||MAŁOPOLSKIE|Kraków|Kraków
A1816942|69-210|Lubniewice|ul. Osadników Wojskowych[Osadników Woj.]|27a||LUBUSKIE[]|sulęciński[]|Lubniewice[]
A1419853|32-600|Oświęcim|ul. Osiedlowa[Osiedlowa 10/7]|10/7[10]|10/7[7]|MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1374592|32-065|Ostrężnica|[Ostroężnica]|276||MAŁOPOLSKIE[]|krakowski[]|Krzeszowice[]
A1902918|49-332|Olszanka|[Oszanka]|1c||OPOLSKIE[]|brzeski[]|Olszanka[]
A1324469|31-985[31-620]|Kraków|ul. Ostrów[oś,Bohaterów Września]|1a|11|MAŁOPOLSKIE|Kraków|Kraków
ZA1265766|31-985[31-621]|Kraków|ul. Ostrów[oś,Bohaterów Września]|52|10|MAŁOPOLSKIE|Kraków|Kraków
TU1265766|31-985[31-621]|Kraków|ul. Ostrów[oś,Bohaterów Września]|52|10|MAŁOPOLSKIE|Kraków|Kraków
A1264514|31-867|Kraków|os. 2 Pułku Lotniczego[Oś. 2 Pułku Lotn.]|3|2|MAŁOPOLSKIE|Kraków|Kraków
A1264395|31-867|Kraków|os. 2 Pułku Lotniczego[Oś.2 Pułku Lotn.]|9|6|MAŁOPOLSKIE|Kraków|Kraków
A1318792|31-640|Kraków|os. Mistrzejowice[oś.Mistrzejowice Nowe]|14|12|MAŁOPOLSKIE|Kraków|Kraków
A1288613|48-300|Nysa|os. Podzamcze Sektor B[oś.podzamcze Sek B]|13|4|OPOLSKIE[]|nyski[]|Nysa[]
A1409939|73-110|Stargard[STARGARD SZCZECIŃSKI]|os. Zachód[oś.Zachód B-1]|14|E5|ZACHODNIOPOMORSKIE[]|stargardzki[]|Stargard[]
A1684825|99-100|Łęczyca|ul. Ozorkowskie Przedmieście[Ozorkowskie Przedmie]|10B|1|ŁÓDZKIE[]|łęczycki[]|Łęczyca[]
T3811|32-125|Pobiednik Mały[WARZEŃCZYCE]|[Pabiednik Mały]|67||MAŁOPOLSKIE[]|krakowski[]|Igołomia-Wawrzeńczyce[]
TU3811|32-125|Pobiednik Mały[WARZEŃCZYCE]|[Pabiednik Mały]|67||MAŁOPOLSKIE[]|krakowski[]|Igołomia-Wawrzeńczyce[]
A1835249|21-104|Pałecznica-Kolonia[NIEDŹWIADA]|[Pałecznica Kolonia]|12||LUBELSKIE[]|lubartowski[]|Niedźwiada[]
A1984945|32-040[30-040]|Rzeszotary|ul. Panciawa[Panciawy]|1||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1930083|56-320|Krośnice|ul. Parkowa[Parkowa, Wierzchowice]|16||DOLNOŚLĄSKIE[]|milicki[]|Krośnice[]
A1844076|26-220|Stąporków|ul. Partyzantów[Partyzantów, Niekłań Wielki]|75||ŚWIĘTOKRZYSKIE[]|konecki[]|Stąporków[]
A1646433|28-300|Jędrzejów|rondo Piaseckiego ps. "Zola"[Paski]|24a||ŚWIĘTOKRZYSKIE[]|jędrzejowski[]|Jędrzejów[]
A1467052|31-354|Kraków|ul. Pasternik[Pasternik 15]|15[Dom]|Dom[]|MAŁOPOLSKIE|Kraków|Kraków
A1190535|34-331|Pewel Mała[ŻYWIEC]|[Pawel Mała]|308||ŚLĄSKIE|żywiecki|Świnna[ŻYWIEC]
A1278718|34-331|Pewel Mała[SWINNA]|[Pawel Mła]|211||ŚLĄSKIE[]|żywiecki[]|Świnna[]
A1459872|31-127|Kraków|ul. Pawlikowskiego[Pawlikowski]|9|5|MAŁOPOLSKIE|Kraków|Kraków
K1294880|31-341|Kraków|ul. Pełczyńskiego[Pełczyńskiego 33]|33|33[]|MAŁOPOLSKIE|Kraków|Kraków
A1465203|37-511|Pełkinie|[Pełkinie-]|40||PODKARPACKIE[]|jarosławski[]|Jarosław[]
A1465574|32-828|Perła|[Perła-]|11||MAŁOPOLSKIE[]|brzeski[]|Dębno[]
A1442976|34-331|Pewel Mała|[Pewel Mała,ul. Leśna]|15||ŚLĄSKIE[]|żywiecki[]|Świnna[]
A1465476|34-331|Pewel Mała|[Pewel Mała,ul. Żywiecka-]|214||ŚLĄSKIE[]|żywiecki[]|Świnna[]
A1877695|32-860|Piaski-Drużków[CZCHÓW]|[Piaski-Dużków]|143||MAŁOPOLSKIE[]|brzeski[]|Czchów[]
A1796462|86-010|Koronowo|ul. Piaskowa[Piaskowa dz.]|1943||KUJAWSKO-POMORSKIE[]|bydgoski[]|Koronowo[]
A1298483|47-100|Strzelce Opolskie|os. Piastów Śląskich[Piastów Śl.]|14|31|OPOLSKIE|strzelecki|Strzelce Opolskie
A1600958|58-240|Piława Górna[PILAWA G.]|pl. Piastów Śląskich[Piastów Śl.]|5|17|DOLNOŚLĄSKIE[]|dzierżoniowski[]|Piława Górna[]
A1464612|36-030|Piątkowa|[Piątkowa-]|344||PODKARPACKIE[]|rzeszowski[]|Błażowa[]
A1887747|62-200[]|Gniezno|ul. Piekary[Piekary-osiedle Lazurowe]|1||WIELKOPOLSKIE[]|gnieźnieński[]|Gniezno[]
A11887747|62-200[]|Gniezno|ul. Piekary[Piekary-osiedle Lazurowe]|1||WIELKOPOLSKIE[]|gnieźnieński[]|Gniezno[]
A1395965|43-300|Bielsko-Biała|ul. Piesza[Pierwszej Armii Wojska Polskie]|38||ŚLĄSKIE[]|Bielsko-Biała[]|Bielsko-Biała[]
A1371833|32-540|Piła Kościelecka[TRZEBINIA]|[Piła Kościelecka, ul. Chrzanow]|12m.4||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1309162|41-303|Dąbrowa Górnicza|al. Piłsudskiego[Piłsudzkiego]|34|99|ŚLĄSKIE[]|Dąbrowa Górnicza[]|Dąbrowa Górnicza[]
A1402812|30-377[31-126]|Kraków|ul. Piotra[PIOTRA MAŁACHOWSKIEGO]|6/2||MAŁOPOLSKIE|Kraków|Kraków
A1986870|27-552|Piórków-Kolonia[Baćkowice]|[Piórków Kolonia]|76||ŚWIĘTOKRZYSKIE[]|opatowski[]|Baćkowice[]
A1465442|34-654|Pisarzowa|[Pisarzowa-]|94||MAŁOPOLSKIE[]|limanowski[]|Limanowa[]
A1623747|02-495|Warszawa|pl. Czerwca 1976 Roku[Pl Czerwca 1976]|1b||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1367413|09-100|Płońsk|pl. 15 Sierpnia[Pl. 15-tego Sierpnia]|7||MAZOWIECKIE[]|płoński[]|Płońsk[]
A1935629|30-107|Kraków|pl. Na Stawach[Pl. Na Stawach Kiosk nr]|18||MAŁOPOLSKIE|Kraków|Kraków
A1419532|28-230|Połaniec|pl. Uniwersału Połanieckiego[PL. UNIWERSAŁU POŁ.]|8||ŚWIĘTOKRZYSKIE[]|staszowski[]|Połaniec[]
A1405739|30-034|Kraków|pl. Axentowicza[pl.Axentowicza 6/5]|6/5[6]|6/5[5]|MAŁOPOLSKIE|Kraków|Kraków
A1630306|30-034|Kraków|pl. Axentowicza[Pl.Axentowicza Teodora]|3|2|MAŁOPOLSKIE|Kraków|Kraków
A1769040|02-495|Warszawa|pl. Czerwca 1976 Roku[Pl.Czerwca 1976]|2|215a|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1450366|02-495|Warszawa|pl. Czerwca 1976 Roku[Pl.Czerwca 1976r.]|4||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1481596|00-110[00-901]|Warszawa|pl. Defilad[pl.Defilad 1 PKIN 7]|7[]||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1231695|00-063[00-940]|Warszawa|pl. Małachowskiego[Pl.Małachowskiego 7]|7[2]|2[]|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1377758|40-061|Katowice|pl. Oddziałów Młodzieży Powstańczej[pl.Oddz.Młod.Powstańczej]|4|8|ŚLĄSKIE|Katowice|Katowice
A1431054|40-061[40-949]|Katowice|pl. Oddziałów Młodzieży Powstańczej[Pl.Oddział.Młodzieży Powst.]|7||ŚLĄSKIE[]|Katowice[]|Katowice[]
A1675287|02-495|Warszawa|pl. Czerwca 1976 Roku[Plac Czerwca 1976r]|2||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1797258|00-110|Warszawa|pl. Defilad[Plac Defilad 1 Metro Centrum]|1|2002 D|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1759374|40-061|Katowice|pl. Oddziałów Młodzieży Powstańczej[Plac Oddz. Młodzieży]|3|6|ŚLĄSKIE[]|Katowice[]|Katowice[]
A1932478|26-120|Płaczków-Piechotne[BLIŻYN]|[Płaczków Piechotne]|25||ŚWIĘTOKRZYSKIE[]|skarżyski[]|Bliżyn[]
A1633732|08-530[08-521]|Dęblin|ul. Ścibiora[płk. Ścibi]|5|3|LUBELSKIE[]|rycki[]|Dęblin[]
A1438463|34-116|Bachowice|ul. Pod Borem[Pod Borem 43]|43|43[]|MAŁOPOLSKIE[]|wadowicki[]|Spytkowice[]
A1607368|39-200|Podgrodzie[DĘBICA]|[Podkodzie]|81||PODKARPACKIE|dębicki|Dębica
A1465546|39-300|Podleszany|[Podleszany-]|146A||PODKARPACKIE[]|mielecki[]|Mielec[]
A1464727|32-200|Podleśna Wola|[Podleśna Wola-]|12||MAŁOPOLSKIE[]|miechowski[]|Miechów[]
A1465403|32-200|Podmiejska Wola|[Podmiejska Wola-]|29||MAŁOPOLSKIE[]|miechowski[]|Miechów[]
A1917622|33-318|Podole-Górowa[Gródek Nad Dunajcem]|[Podole Górowa]|25||MAŁOPOLSKIE[]|nowosądecki[]|Gródek nad Dunajcem[]
A1950832|32-020|Podstolice|[Podstplice]|123||MAŁOPOLSKIE[]|wielicki[]|Wieliczka[]
A1762147|31-564|Kraków|al. Pokoju[Pokoju 27B]|27B[1]|1[]|MAŁOPOLSKIE|Kraków|Kraków
A1451808|42-218[42-200]|Częstochowa[CZESTOCHOWA]|ul. Polskiego Czerwonego Krzyża[Pol.Czer.Krzyża]|4|61|ŚLĄSKIE|Częstochowa|Częstochowa
A1190490|25-313[25-634]|Kielce|ul. Polna[Polowniaka]|2|25|ŚWIĘTOKRZYSKIE[ŁÓDZKIE]|Kielce[WIELUŃSKI]|Kielce[WIERZCHLAS]
A1461564|25-313[25-634]|Kielce|ul. Polna[Polowniaka]|2|1|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1613151|25-313[24-634]|Kielce|ul. Polna[połowniaka]|6|12|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1351462|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|9|8|ŚWIĘTOKRZYSKIE[ŚLĄSKIE]|Kielce[]|Kielce[]
A1372134|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|15|34|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1372008|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|4|36|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1402471|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|8|28|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1439689|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|2|1|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1471539|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|2|50|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1612984|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|4|34|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1613547|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|3|8|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1615882|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|6|11|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1684569|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|6|28|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1712927|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|2|48|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1715032|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|2|50|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1724012|25-313[25-634]|Kielce|ul. Polna[Połowniaka]|6|29|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1467390|38-422|Krościenko Wyżne|ul. Południowa[Południowa 221]|221|221[]|PODKARPACKIE[]|krośnieński[]|Krościenko Wyżne[]
A1372666|64-130|Pomykowo[RYDZYNA]|[Pomykowa]|16||WIELKOPOLSKIE[]|leszczyński[]|Rydzyna[]
A1457225|07-203|Popowo-Parcele[SOMIANKA]|[Popowo Parcele]|22||MAZOWIECKIE[]|wyszkowski[]|Somianka[]
A1737331|97-300|Piotrków Trybunalski|ul. Poprzeczna[Poprzeczna 15B]|15B[3]|3/50[50]|ŁÓDZKIE[]|Piotrków Trybunalski[]|Piotrków Trybunalski[]
A1436078|32-600|Poręba Wielka|[Poręba Wielka, ul. Tyszkiewicz]|10||MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1414077|32-600|Poręba Wielka|[Poręba Wielka, ul. Tyszkiewicz]|10||MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1357048|32-566[62-455]|Alwernia|ul. Pręty[Poręba-Żegoty]|481||MAŁOPOLSKIE[]|chrzanowski[]|Alwernia[]
A1378137|32-566|Alwernia|ul. Pręty[Poręba-Żegoty]|8||MAŁOPOLSKIE[]|chrzanowski[]|Alwernia[]
A1191704|38-530|Posada Zarszyńska[ZARSZYN]|[Pos Zarszyn]|46||PODKARPACKIE[ŁÓDZKIE]|sanocki[WIELUŃSKI]|Zarszyn[WIERZCHLAS]
A1631758|02-495|Warszawa|ul. Posag 7 Panien[Posag]|7||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1715824|32-104|Posądza[KONIUSZA]|[Posądzka]|112||MAŁOPOLSKIE[]|proszowicki[]|Koniusza[]
A1227354|01-797|Warszawa|ul. Powązkowska[Powązkowska 44c]|44c[103]|103[]|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1608567|80-288[80-287]|Gdańsk|ul. Powstania Styczniowego[Powst. Styczniowego]|9|13|POMORSKIE|Gdańsk|Gdańsk
A1348657|98-300|Wieluń|ul. Powstańców Warszawy[Powst. W-wy]|6||ŁÓDZKIE[]|wieluński[]|Wieluń[]
A1204783|32-660[32-580]|Chełmek[CHELMEK]|ul. Powstańców Śląskich[Powst.Slaskich]|6|56|MAŁOPOLSKIE|oświęcimski[KRAKÓW]|Chełmek[KRAKÓW]
A1909733|01-355|Warszawa|ul. Powstańców Śląskich[Powst.Śląskich]|103|1|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1729461|32-332|Bukowno|ul. Powstańców Śląskich[POWST.ŚLĄSKICH]|22||MAŁOPOLSKIE|olkuski|Bukowno
A1634147|67-410|Sława[Slawa]|ul. Powstańców Śląskich[POWSTANCOW SL]|26||LUBUSKIE[]|wschowski[]|Sława[]
A1461905|26-500|Szydłowiec|ul. Powstania Listopadowego[Powstania Listopadow]|15||MAZOWIECKIE[]|szydłowiecki[]|Szydłowiec[]
A1779699|26-500|Szydłowiec|ul. Powstania Listopadowego[Powstania Listopadow]|6||MAZOWIECKIE[]|szydłowiecki[]|Szydłowiec[]
A1715220|32-200|Miechów|ul. Powstańców 1863r.[Powstańców 1863roku]|83B||MAŁOPOLSKIE[]|miechowski[]|Miechów[]
A1417515|33-340|Stary Sącz|ul. Powstańców Chochołowskich[Powstańców Choch]|5||MAŁOPOLSKIE[]|nowosądecki[]|Stary Sącz[]
A1638400|37-420|Rudnik nad Sanem|ul. Powstańców Styczniowych[Powstańców Styczniow]|11||PODKARPACKIE[]|niżański[]|Rudnik nad Sanem[]
A1480700|44-100|Gliwice|ul. Powstańców Warszawy[Powstańców W-wy]|3|3|ŚLĄSKIE|Gliwice|Gliwice
A1627035|33-100|Tarnów|ul. Powstańców Warszawy[Powstańców W-wy]|19||MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1641033|32-600|Oświęcim|ul. Powstańców Warszawy[Powstańców W-wy]|23|3|MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1467044|32-600|Oświęcim|ul. Powstańców Warszawy[POWSTAŃCÓW W-WY]|6|8|MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1276977|38-400|Krosno|ul. Powstańców Warszawskich[Powstańców Warsz.]|35||PODKARPACKIE|Krosno|Krosno
A1438349|38-400|Krosno|ul. Powstańców Warszawskich[Powstańców Warszawsk]|78||PODKARPACKIE[]|Krosno[]|Krosno[]
A1614880|38-400|Krosno|ul. Powstańców Warszawskich[Powstańców Warszawsk]|84||PODKARPACKIE[]|Krosno[]|Krosno[]
A1638616|38-400|Krosno|ul. Powstańców Warszawskich[Powstańców Warszawsk]|84|12|PODKARPACKIE[]|Krosno[]|Krosno[]
A1661500|38-400|Krosno|ul. Powstańców Warszawskich[Powstańców Warszawsk]|75||PODKARPACKIE[]|Krosno[]|Krosno[]
A1866020|42-680|Tarnowskie Góry|ul. Powstańców Warszawskich[Powstańców Warszawsk]|48A||ŚLĄSKIE|tarnogórski|Tarnowskie Góry
A1684529|33-300|Nowy Sącz|ul. Powstańców Wielkopolskich[Powstańców Wielkopol]|16||MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1685126|63-708|Rozdrażew|ul. Powstańców Wlkp.[Powstańców Wielkopol]|36||WIELKOPOLSKIE[]|krotoszyński[]|Rozdrażew[]
A1709993|89-100|Trzeciewnica|ul. Powstańców Wielkopolskich[Powstańców Wielkopol]|32||KUJAWSKO-POMORSKIE|nakielski|Nakło nad Notecią
A1846688|62-053|Nowinki|ul. Powstańców Wielkopolskich[Powstańców Wikp.]|7||WIELKOPOLSKIE|poznański|Mosina
A1843120|44-300|Wodzisław Śląski|ul. Powstańców Śląskich[Powstńców]|7||ŚLĄSKIE[]|wodzisławski[]|Wodzisław Śląski[]
A1433004|76-200|Słupsk|ul. Poznańska[POZNAŃSKA 37]|37|37/1[1]|POMORSKIE[]|Słupsk[]|Słupsk[]
A1921743|05-850|Ożarów Mazowiecki|ul. Poznańska[Poznańska, Bronisze]|98||MAZOWIECKIE[]|warszawski zachodni[]|Ożarów Mazowiecki[]
A1362432|41-412[41-400]|Mysłowice|ul. Polna[Północna Obrzeźna]|5b||ŚLĄSKIE|Mysłowice[]|Mysłowice[]
ZA1190478|32-400|Myślenice[MYSLENICE]|ul. Dunin-Brzezińskiego[ppłk JANA DUNIN-BRZEZIŃSKIEGO]|8|12|MAŁOPOLSKIE|myślenicki|Myślenice
A1877105|18-100|Łapy|ul. Nilskiego-Łapińskiego[ppłk.St. Nilskiego-Łapińskiego]|2||PODLASKIE[]|białostocki[]|Łapy[]
A1689058|32-090|Prandocin-Wysiołek[Słomniki]|[Prandocin Wysiołek]|116||MAŁOPOLSKIE[]|krakowski[]|Słomniki[]
A1441152|27-200|Starachowice|ul. Prądzyńskiego[Prądzyńskiego 3/6]|3/6[3]|3/6[6]|ŚWIĘTOKRZYSKIE[]|starachowicki[]|Starachowice[]
A1661109|37-500|Jarosław|ul. Grucy[Prof. A. Grucy]|7|1|PODKARPACKIE[]|jarosławski[]|Jarosław[]
A1740790|30-389|Kraków|ul. Bartla[Prof. Bartla]|20|9|MAŁOPOLSKIE|Kraków|Kraków
A1614836|30-389|Kraków|ul. Bartla[Prof. Bartla]|25|8|MAŁOPOLSKIE|Kraków|Kraków
A1919407|30-389|Kraków|ul. Bartla[Prof. Bartla]|25|8|MAŁOPOLSKIE|Kraków|Kraków
A1701478|30-389|Kraków|ul. Bartla[PROF. BARTLA]|19A|9|MAŁOPOLSKIE|Kraków|Kraków
A1615199|30-389|Kraków|ul. Bartla[PROF. BARTLA]|19E|49|MAŁOPOLSKIE|Kraków|Kraków
ZA1760348|30-348|Kraków|ul. Bobrzyńskiego[prof. Bobrzyńskiego]|43A|80/81|MAŁOPOLSKIE|Kraków|Kraków
A1760348|30-348|Kraków|ul. Bobrzyńskiego[prof. Bobrzyńskiego]|43A|80/81|MAŁOPOLSKIE|Kraków|Kraków
A1415579|30-348|Kraków|ul. Bobrzyńskiego[Prof. Bobrzyńskiego]|29|10|MAŁOPOLSKIE|Kraków|Kraków
A1781034|30-389|Kraków|ul. Czeppe[Prof. Czeppe]|23||MAŁOPOLSKIE|Kraków|Kraków
A1804688|32-700|Bochnia|ul. Bujaka[Prof. F. Bujaka]|15||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1690107|32-700|Bochnia|ul. Bujaka[Prof. Fr. Bujaka]|8||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1876845|32-700|Bochnia|ul. Bujaka[Prof. Fr. Bujaka]|47e||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1633483|39-200|Dębica|ul. Gawrysia[Prof. Gawrysia]|11||PODKARPACKIE[]|dębicki[]|Dębica[]
A1991747|30-384|Kraków|ul. Wiśniewskiego[Prof. Jerzego Wiśniewskiego]|9|15|MAŁOPOLSKIE|Kraków|Kraków
A1292778|35-329|Rzeszów|al. Krzyżanowskiego[Prof. Krzyżanowskiego]|16|4|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1794279|31-864|Kraków|ul. Życzkowskiego[prof. M. Życzkowskiego]|20||MAŁOPOLSKIE|Kraków|Kraków
A1704355|31-864|Kraków|ul. Życzkowskiego[Prof. M.Życzkowskiego]|14||MAŁOPOLSKIE|Kraków|Kraków
A1639414|30-198|Kraków|ul. Myczkowskiego[Prof. Myczkowskiego]|35||MAŁOPOLSKIE|Kraków|Kraków
A1661469|30-198|Kraków|ul. Myczkowskiego[Prof. Myczkowskiego]|19|18|MAŁOPOLSKIE|Kraków|Kraków
A1732324|30-198|Kraków|ul. Myczkowskiego[Prof. Myczkowskiego]|45||MAŁOPOLSKIE|Kraków|Kraków
A1854895|38-460|Jedlicze|ul. Pilata[prof. Pilata]|6||PODKARPACKIE[]|krośnieński[]|Jedlicze[]
A1635516|44-338|Jastrzębie-Zdrój[Jastrzębie Zdrój]|ul. Ranoszka[Prof. Ranoszka]|88||ŚLĄSKIE[]|Jastrzębie-Zdrój[]|Jastrzębie-Zdrój[]
A1708763|30-198|Kraków|ul. Myczkowskiego[Prof. St. Myczkowskiego]|31||MAŁOPOLSKIE|Kraków|Kraków
A1872562|30-383|Kraków|ul. Konopczyńskiego[prof. W. Konopczyńskiego]|3|3|MAŁOPOLSKIE|Kraków|Kraków
A1430443|30-389[30-444]|Kraków|ul. Wicherkiewicza[Prof. Wicherkiewicza]|5|14|MAŁOPOLSKIE|Kraków|Kraków
T1438201|30-389|Kraków|ul. Bartla[Prof. Wojciech Marii Bartla]|19C|18|MAŁOPOLSKIE|Kraków|Kraków
K1438201|30-389|Kraków|ul. Bartla[Prof. Wojciech Marii Bartla]|19C|18|MAŁOPOLSKIE|Kraków|Kraków
A1831121|30-389|Kraków|ul. Bartla[Prof. Wojciecha Marii Bartla]|19 i|18|MAŁOPOLSKIE|Kraków|Kraków
A2456|30-698|Kraków|ul. Bochnaka[PROF.A.BOCHNAKA]|2||MAŁOPOLSKIE|Kraków|Kraków
A1818412|32-085|Modlniczka|ul. Rożańskiego[Prof.A.Różańskiego]|32||MAŁOPOLSKIE[]|krakowski[]|Wielka Wieś[]
A1248705|30-389|Kraków|ul. Bartla[prof.Bartla]|23|5|MAŁOPOLSKIE|Kraków|Kraków
A1307027|30-389|Kraków|ul. Bartla[Prof.Bartla]|20|11|MAŁOPOLSKIE|Kraków|Kraków
A1449042|30-389|Kraków|ul. Bartla[Prof.Bartla]|19A|47|MAŁOPOLSKIE|Kraków|Kraków
A1624580|30-389|Kraków|ul. Bartla[Prof.Bartla]|19B|29|MAŁOPOLSKIE|Kraków|Kraków
A1653310|30-389|Kraków|ul. Bartla[Prof.Bartla]|19D|19|MAŁOPOLSKIE|Kraków|Kraków
A1348330|30-389|Kraków|ul. Bartla[PROF.BARTLA]|19A|47|MAŁOPOLSKIE|Kraków|Kraków
A1771423|30-348|Kraków|ul. Bobrzyńskiego[prof.Bobrzyńskiego]|43/50||MAŁOPOLSKIE|Kraków|Kraków
A1287718|30-348|Kraków|ul. Bobrzyńskiego[Prof.Bobrzyńskiego]|41A|62|MAŁOPOLSKIE|Kraków|Kraków
A1785207|30-382|Kraków|ul. Bieniarzówny[prof.J.Bieniarzówny]|3||MAŁOPOLSKIE|Kraków|Kraków
A1619424|62-020|Zalasewo|ul. Kostrzewskiego[Prof.J.Kostrzewskiego]|26||WIELKOPOLSKIE[]|poznański[]|Swarzędz[]
A14275|33-100|Tarnów|ul. Studniarskiego[Prof.J.Studniarskiego]|2||MAŁOPOLSKIE[ŁÓDZKIE]|Tarnów[WIELUŃSKI]|Tarnów[WIERZCHLAS]
A1438863|32-500|Chrzanów|ul. Krawczyńskiego[prof.Krawczyńskiego]|2|16|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
ZA1610028|32-500|Chrzanów|ul. Krawczyńskiego[Prof.Krawczyńskiego]|1|45|MAŁOPOLSKIE|chrzanowski|Chrzanów
A1727234|30-348[30-363]|Kraków|ul. Bobrzyńskiego[Prof.M.Bobrzyńskiego]|37|9|MAŁOPOLSKIE|Kraków|Kraków
A1776253|31-864|Kraków|ul. Życzkowskiego[PROF.M.ŻYCZKOWSKIEGO]|20||MAŁOPOLSKIE|Kraków|Kraków
A1481743|30-348|Kraków|ul. Bobrzyńskiego[prof.Michała Bobrzyńskiego]|14||MAŁOPOLSKIE|Kraków|Kraków
A1812991|30-348|Kraków|ul. Bobrzyńskiego[Prof.Michała Bobrzyńskiego]|45|59|MAŁOPOLSKIE|Kraków|Kraków
A1356203|30-198|Kraków|ul. Myczkowskiego[prof.Myczkowskiego]|15|5|MAŁOPOLSKIE|Kraków|Kraków
A1710193|30-198|Kraków|ul. Myczkowskiego[Prof.Myczkowskiego]|19|18|MAŁOPOLSKIE|Kraków|Kraków
A1848805|30-198|Kraków|ul. Myczkowskiego[PROF.MYCZKOWSKIEGO]|15|5|MAŁOPOLSKIE|Kraków|Kraków
A1415536|36-200|Brzozów|ul. Pańki[Prof.Pańki]|13||PODKARPACKIE|brzozowski|Brzozów
A1627611|85-796[85-789]|Bydgoszcz|al. Kaliskiego[Prof.S.Kaliskiego]|14||KUJAWSKO-POMORSKIE[]|Bydgoszcz[]|Bydgoszcz[]
A1828238|96-100|Skierniewice|ul. Małkowskiego[Prof.St.Małkowskiego]|17||ŁÓDZKIE[]|Skierniewice[]|Skierniewice[]
